-7.067647266,18.31076094,35.24246875,-0.006391398,-0.00838871,0.038881005,-7.632675977,18.49271934,35.31908281,-0.01225018,-0.033022224,-0.000932079
-7.067647266,18.31076094,35.24246875,-0.006391398,-0.00838871,0.038881005,-7.632675977,18.49271934,35.31908281,-0.01225018,-0.033022224,-0.000932079
-6.876112109,18.15753281,35.75003691,-0.017043728,0.049666489,0.022769356,-7.067647266,18.31076094,35.24246875,-0.006391398,-0.00838871,0.038881005
-7.172991602,18.49271934,35.31908281,-0.008122402,0.017176882,0.014114337,-6.876112109,18.15753281,35.75003691,-0.017043728,0.049666489,0.022769356
-6.923995898,18.06176523,36.04691641,-0.030092833,0.050065952,0.001864158,-7.172991602,18.49271934,35.31908281,-0.008122402,0.017176882,0.014114337
-7.383680273,18.01388145,36.1618375,-0.000532617,0.049932798,0.025299284,-6.923995898,18.06176523,36.04691641,-0.030092833,0.050065952,0.001864158
-7.230452148,18.01388145,35.86495801,0.000798925,0.046071328,0.034087457,-7.383680273,18.01388145,36.1618375,-0.000532617,0.049932798,0.025299284
-7.556061914,18.05218848,35.80749746,-0.011184947,0.041410934,0.01225018,-7.230452148,18.01388145,35.86495801,0.000798925,0.046071328,0.034087457
-7.728443555,17.94684414,35.42442715,-0.024500359,0.073367924,0.014646954,-7.556061914,18.05218848,35.80749746,-0.011184947,0.041410934,0.01225018
-7.546485156,17.85107656,35.4818877,-0.030359141,0.002663083,0.023035664,-7.728443555,17.94684414,35.42442715,-0.024500359,0.073367924,0.014646954
-6.991033203,17.78403926,36.01818613,-0.009187635,0.048468102,0.037815772,-7.546485156,17.85107656,35.4818877,-0.030359141,0.002663083,0.023035664
-7.278335938,17.91811387,35.84580449,-0.01904104,0.066843372,0.011051793,-6.991033203,17.78403926,36.01818613,-0.009187635,0.048468102,0.037815772
-7.402833789,18.04261172,35.65426934,-0.017176882,0.030492295,0.021570969,-7.278335938,17.91811387,35.84580449,-0.01904104,0.066843372,0.011051793
-7.594368945,17.87023008,35.49146445,-0.003595161,-0.001731004,0.019440503,-7.402833789,18.04261172,35.65426934,-0.017176882,0.030492295,0.021570969
-7.919978711,17.80319277,36.13310723,0.015046416,0.016244804,0.030891758,-7.594368945,17.87023008,35.49146445,-0.003595161,-0.001731004,0.019440503
-7.718866797,17.90853711,35.65426934,0.010918638,0.04806864,0.02742975,-7.919978711,17.80319277,36.13310723,0.015046416,0.016244804,0.030891758
-7.757173828,18.19583984,35.33823633,-0.007190323,-0.00612509,0.016377958,-7.718866797,17.90853711,35.65426934,0.010918638,0.04806864,0.02742975
